Asset_ID,Asset_Name,Asset_Type,Manufacturer,Model,Serial_Number,Purchase_Date,Install_Date,Warranty_End,Expected_EOL,Lifecycle_Status,Current_Status,Location_ID,Business_Unit,Criticality,Environment,Replacement_Cost_CAD
AST-0000125,LAP-0000125,Laptop,Apple,MacBook Air M2,FWUXX8L2DD,2025-10-29,2025-12-09,2028-12-08,2027-07-31,EOL within 24 months,In Service,LOC-0028,Technology,High,Development,1650
AST-0000126,LAP-0000126,Laptop,Apple,MacBook Air M2,1VSMADO8E7,2025-05-28,2025-07-03,2030-07-02,2027-07-31,EOL within 24 months,In Service,LOC-0148,Commercial Banking,Medium,Development,1650
AST-0000127,LAP-0000127,Laptop,HP,EliteBook 840 G8,PZLK3E4XYF,2022-10-01,2022-10-23,2026-10-22,2026-01-31,Past EOL,Quarantined,LOC-0053,Risk,Medium,Production,1500
AST-0000128,LAP-0000128,Laptop,Lenovo,ThinkPad T14 Gen 2,IOGXPBWHVN,2023-12-24,2024-01-05,2029-01-03,2026-02-28,Past EOL,Quarantined,LOC-0041,Capital Markets,Medium,Development,1500
AST-0000129,LAP-0000129,Laptop,Lenovo,ThinkPad T14 Gen 2,GLQJ5SXVWV,2022-03-29,2022-04-16,2027-04-15,2026-02-28,Past EOL,In Service,LOC-0017,Human Resources,High,Test,1500
AST-0000130,LAP-0000130,Laptop,HP,EliteBook 840 G8,EEKGYSPENG,2023-07-27,2023-09-05,2026-09-04,2026-01-31,Past EOL,Quarantined,LOC-0077,Operations,High,Test,1500
AST-0000131,LAP-0000131,Laptop,Apple,MacBook Air M2,LQBMAE38SR,2026-05-21,2026-07-02,2029-07-01,2027-07-31,EOL within 24 months,Quarantined,LOC-0143,Retail Banking,Medium,Production,1650
AST-0000132,LAP-0000132,Laptop,Apple,MacBook Pro 14-inch M2 Pro,KJTGQ01TEE,2025-05-01,2025-05-30,2029-05-29,2028-01-31,EOL within 24 months,Retired,LOC-0043,Retail Banking,Low,Production,2850
AST-0000133,LAP-0000133,Laptop,HP,EliteBook 840 G8,0XI5BJ5D5E,2024-01-16,2024-01-19,2029-01-17,2026-01-31,Past EOL,In Service,LOC-0113,Finance,Critical,Production,1500
AST-0000134,LAP-0000134,Laptop,Lenovo,ThinkPad T14 Gen 2,232UTVG9KU,2024-05-20,2024-07-04,2028-07-03,2026-02-28,Past EOL,Retired,LOC-0157,Technology,Low,Production,1500
AST-0000135,LAP-0000135,Laptop,Dell,Latitude 5430,IZ31YRUJOQ,2023-01-03,2023-01-30,2026-01-29,2027-04-30,EOL within 12 months,Quarantined,LOC-0071,Data & Analytics,Low,Production,1550
AST-0000136,LAP-0000136,Laptop,Dell,Latitude 5430,8LA100QXMC,2024-07-04,2024-08-06,2029-08-05,2027-04-30,EOL within 12 months,Retired,LOC-0072,Technology,Critical,Development,1550
AST-0000137,LAP-0000137,Laptop,HP,EliteBook 850 G9,TE4261BW4A,2023-06-21,2023-07-19,2026-07-18,2027-04-30,EOL within 12 months,In Service,LOC-0127,Commercial Banking,High,Development,1650
AST-0000138,LAP-0000138,Laptop,Apple,MacBook Pro 14-inch M2 Pro,K55DMCXXBW,2025-07-23,2025-07-24,2029-07-23,2028-01-31,EOL within 24 months,Quarantined,LOC-0052,Treasury,Critical,Test,2850
AST-0000139,LAP-0000139,Laptop,Lenovo,ThinkPad T14 Gen 2,VSQAME4YRI,2023-06-30,2023-08-11,2026-08-10,2026-02-28,Past EOL,In Service,LOC-0025,Retail Banking,Medium,Production,1500
AST-0000140,LAP-0000140,Laptop,Dell,Latitude 5430,XYCUVFMH07,2022-10-29,2022-11-19,2026-11-18,2027-04-30,EOL within 12 months,Retired,LOC-0077,Retail Banking,High,Production,1550
AST-0000141,LAP-0000141,Laptop,Apple,MacBook Pro 14-inch M2 Pro,MP2IXIVZK7,2024-03-20,2024-03-26,2027-03-26,2028-01-31,EOL within 24 months,In Service,LOC-0036,Technology,High,Development,2850
AST-0000142,LAP-0000142,Laptop,Lenovo,ThinkPad T14 Gen 3,B68RERVT99,2023-06-25,2023-07-29,2028-07-27,2027-05-31,EOL within 12 months,In Service,LOC-0131,Retail Banking,Medium,Test,1600
AST-0000143,LAP-0000143,Laptop,Dell,Latitude 7440,81ACJBC2SW,2025-06-01,2025-07-08,2029-07-07,2028-04-30,EOL within 24 months,Retired,LOC-0094,Finance,Low,Development,1850
AST-0000144,LAP-0000144,Laptop,HP,EliteBook 850 G9,JLSH3TOW4Y,2024-08-15,2024-09-29,2028-09-28,2027-04-30,EOL within 12 months,In Service,LOC-0022,Technology,Medium,Production,1650
AST-0000145,LAP-0000145,Laptop,Lenovo,ThinkPad T14 Gen 3,EWBXXGAEAR,2026-03-31,2026-04-28,2031-04-27,2027-05-31,EOL within 12 months,In Service,LOC-0062,Retail Banking,Low,Development,1600
AST-0000146,LAP-0000146,Laptop,Apple,MacBook Air M2,0E6MPSJ9WR,2025-05-25,2025-06-11,2028-06-10,2027-07-31,EOL within 24 months,Retired,LOC-0096,Retail Banking,High,Development,1650
AST-0000147,LAP-0000147,Laptop,HP,EliteBook 840 G8,6YE0A4ABN7,2021-04-24,2021-05-26,2026-05-25,2026-01-31,Past EOL,In Service,LOC-0043,Capital Markets,Medium,Production,1500
AST-0000148,LAP-0000148,Laptop,Dell,Latitude 5420,L3UEYBISBO,2024-04-06,2024-05-18,2028-05-17,2026-03-31,Past EOL,Planned Refresh,LOC-0058,Capital Markets,Medium,Test,1450
AST-0000149,LAP-0000149,Laptop,Lenovo,ThinkPad T14 Gen 3,UKWQVR1H61,2024-01-27,2024-02-17,2027-02-16,2027-05-31,EOL within 12 months,In Service,LOC-0142,Wealth Management,Medium,Development,1600
AST-0000150,LAP-0000150,Laptop,Dell,Latitude 7440,58AX40DTIR,2023-04-14,2023-05-11,2026-05-10,2028-04-30,EOL within 24 months,In Service,LOC-0060,Finance,High,Test,1850
AST-0000151,LAP-0000151,Laptop,Dell,Latitude 7440,6Q0USWOVCX,2024-10-25,2024-10-31,2027-10-31,2028-04-30,EOL within 24 months,In Service,LOC-0060,Operations,Medium,Test,1850
AST-0000152,LAP-0000152,Laptop,Lenovo,ThinkPad T14 Gen 2,QI7E1DDQLE,2022-09-21,2022-10-08,2026-10-07,2026-02-28,Past EOL,In Service,LOC-0101,Technology,High,Development,1500
AST-0000153,LAP-0000153,Laptop,Lenovo,ThinkPad T14 Gen 2,KZVH4FZ8OB,2023-08-15,2023-09-04,2027-09-03,2026-02-28,Past EOL,In Service,LOC-0068,Data & Analytics,Low,Test,1500
AST-0000154,LAP-0000154,Laptop,Lenovo,ThinkPad T14 Gen 3,Q2FA39E3NW,2023-04-22,2023-04-24,2027-04-23,2027-05-31,EOL within 12 months,Quarantined,LOC-0116,Finance,High,Production,1600
AST-0000155,LAP-0000155,Laptop,Dell,Latitude 5430,PE63LBQGU3,2025-07-06,2025-08-13,2029-08-12,2027-04-30,EOL within 12 months,Planned Refresh,LOC-0020,Retail Banking,Low,Test,1550
AST-0000156,LAP-0000156,Laptop,Apple,MacBook Pro 14-inch M2 Pro,JQFWWXR5RD,2023-03-02,2023-03-27,2028-03-25,2028-01-31,EOL within 24 months,Planned Refresh,LOC-0110,Retail Banking,Medium,Production,2850
AST-0000157,LAP-0000157,Laptop,Dell,Latitude 7440,292MTR6SNG,2025-08-06,2025-08-19,2030-08-18,2028-04-30,EOL within 24 months,In Service,LOC-0135,Commercial Banking,Critical,Test,1850
AST-0000158,LAP-0000158,Laptop,Lenovo,ThinkPad T14 Gen 2,9DXJ37C9H4,2021-04-02,2021-04-20,2024-04-19,2026-02-28,Past EOL,Planned Refresh,LOC-0121,Finance,High,Production,1500
AST-0000159,LAP-0000159,Laptop,HP,EliteBook 840 G8,6BZ8UUG95R,2021-12-22,2022-01-03,2025-01-02,2026-01-31,Past EOL,In Service,LOC-0152,Capital Markets,High,Development,1500
AST-0000160,LAP-0000160,Laptop,Dell,Latitude 7440,RLW3MG25CF,2025-12-30,2026-01-02,2029-01-01,2028-04-30,EOL within 24 months,Quarantined,LOC-0015,Commercial Banking,Medium,Test,1850
AST-0000161,LAP-0000161,Laptop,Dell,Latitude 7440,VML90PXRLZ,2023-11-14,2023-12-18,2027-12-17,2028-04-30,EOL within 24 months,Retired,LOC-0019,Capital Markets,Critical,Development,1850
AST-0000162,LAP-0000162,Laptop,HP,EliteBook 840 G8,E088O98BV7,2022-04-03,2022-05-16,2027-05-15,2026-01-31,Past EOL,Retired,LOC-0045,Capital Markets,High,Development,1500
AST-0000163,LAP-0000163,Laptop,Lenovo,ThinkPad T14 Gen 2,MLW83Y0MAH,2024-09-02,2024-10-09,2027-10-09,2026-02-28,Past EOL,Quarantined,LOC-0128,Retail Banking,High,Production,1500
AST-0000164,LAP-0000164,Laptop,Dell,Latitude 5430,85RNTDR5XY,2024-03-18,2024-04-04,2027-04-04,2027-04-30,EOL within 12 months,In Service,LOC-0001,Retail Banking,Medium,Development,1550
AST-0000165,LAP-0000165,Laptop,Apple,MacBook Pro 14-inch M2 Pro,M5FC79M96Z,2023-05-31,2023-06-03,2027-06-02,2028-01-31,EOL within 24 months,Planned Refresh,LOC-0006,Capital Markets,Critical,Production,2850
AST-0000166,LAP-0000166,Laptop,Dell,Latitude 7440,ZZ0JKIBU4F,2025-09-06,2025-09-17,2028-09-16,2028-04-30,EOL within 24 months,In Service,LOC-0026,Capital Markets,Critical,Development,1850
AST-0000167,LAP-0000167,Laptop,Dell,Latitude 5420,GKC4LORXDT,2023-07-24,2023-07-30,2027-07-29,2026-03-31,Past EOL,In Service,LOC-0154,Wealth Management,Low,Production,1450
AST-0000168,LAP-0000168,Laptop,HP,EliteBook 840 G8,IJC1YDMT8V,2023-02-21,2023-03-17,2026-03-16,2026-01-31,Past EOL,Retired,LOC-0115,Retail Banking,Medium,Development,1500
AST-0000169,LAP-0000169,Laptop,Dell,Latitude 5420,5RC6ZS62YW,2023-05-02,2023-06-05,2027-06-04,2026-03-31,Past EOL,In Service,LOC-0138,Technology,Critical,Test,1450
AST-0000170,LAP-0000170,Laptop,Apple,MacBook Pro 14-inch M2 Pro,P9W4J66CNO,2023-12-21,2024-01-01,2026-12-31,2028-01-31,EOL within 24 months,In Service,LOC-0050,Retail Banking,Medium,Test,2850
AST-0000171,LAP-0000171,Laptop,Lenovo,ThinkPad T14 Gen 3,FUU8DD2255,2025-03-30,2025-04-29,2028-04-28,2027-05-31,EOL within 12 months,Planned Refresh,LOC-0151,Risk,Medium,Development,1600
AST-0000172,LAP-0000172,Laptop,Lenovo,ThinkPad T14 Gen 3,OWYOO5YBRJ,2024-06-23,2024-08-04,2028-08-03,2027-05-31,EOL within 12 months,In Service,LOC-0147,Technology,Low,Development,1600
AST-0000173,LAP-0000173,Laptop,Dell,Latitude 5420,D5E9P3JPXG,2023-01-21,2023-02-10,2027-02-09,2026-03-31,Past EOL,In Service,LOC-0072,Data & Analytics,Critical,Test,1450
AST-0000174,LAP-0000174,Laptop,HP,EliteBook 850 G9,ZO2SUG5HCB,2024-12-18,2025-01-21,2029-01-20,2027-04-30,EOL within 12 months,In Service,LOC-0015,Risk,Low,Development,1650
AST-0000175,LAP-0000175,Laptop,HP,EliteBook 840 G8,7YIRQ8RTM4,2024-12-14,2024-12-27,2028-12-26,2026-01-31,Past EOL,In Service,LOC-0095,Cybersecurity,Medium,Test,1500
AST-0000176,LAP-0000176,Laptop,Dell,Latitude 5430,4XYJOA21A6,2023-11-05,2023-11-07,2027-11-06,2027-04-30,EOL within 12 months,Quarantined,LOC-0013,Retail Banking,High,Production,1550
AST-0000177,LAP-0000177,Laptop,Dell,Latitude 7440,XPNMJQY3OD,2023-04-18,2023-05-03,2027-05-02,2028-04-30,EOL within 24 months,Retired,LOC-0156,Cybersecurity,Medium,Test,1850
AST-0000178,LAP-0000178,Laptop,HP,EliteBook 840 G8,C9X5JZ6KF1,2024-02-24,2024-04-06,2029-04-05,2026-01-31,Past EOL,In Service,LOC-0156,Commercial Banking,High,Development,1500
AST-0000179,LAP-0000179,Laptop,HP,EliteBook 850 G9,JPNBZUG0IT,2025-12-13,2026-01-03,2031-01-02,2027-04-30,EOL within 12 months,Planned Refresh,LOC-0036,Technology,High,Development,1650
AST-0000180,LAP-0000180,Laptop,HP,EliteBook 840 G8,00U686XII5,2023-11-05,2023-11-25,2026-11-24,2026-01-31,Past EOL,Planned Refresh,LOC-0143,Retail Banking,Low,Production,1500
AST-0000181,LAP-0000181,Laptop,HP,EliteBook 840 G8,5V7C6S5NKB,2023-02-01,2023-02-18,2028-02-17,2026-01-31,Past EOL,In Service,LOC-0076,Wealth Management,Low,Production,1500
AST-0000182,LAP-0000182,Laptop,Dell,Latitude 7440,LZ2RWGWAJ1,2024-05-15,2024-06-06,2028-06-05,2028-04-30,EOL within 24 months,In Service,LOC-0146,Operations,Critical,Production,1850
AST-0000183,LAP-0000183,Laptop,Dell,Latitude 7440,8NBHNAL3GY,2025-12-28,2026-01-03,2029-01-02,2028-04-30,EOL within 24 months,Quarantined,LOC-0158,Wealth Management,Medium,Development,1850
AST-0000184,LAP-0000184,Laptop,Lenovo,ThinkPad T14 Gen 2,LCB8QSSPYE,2022-05-10,2022-06-24,2026-06-23,2026-02-28,Past EOL,Planned Refresh,LOC-0080,Retail Banking,Medium,Test,1500
AST-0000185,LAP-0000185,Laptop,HP,EliteBook 840 G8,HASEZ2NX1W,2022-01-21,2022-02-01,2026-01-31,2026-01-31,Past EOL,Retired,LOC-0005,Commercial Banking,High,Production,1500
AST-0000186,LAP-0000186,Laptop,Dell,Latitude 5420,NTRFZWKXXJ,2024-11-15,2024-11-22,2029-11-21,2026-03-31,Past EOL,Retired,LOC-0006,Retail Banking,Low,Development,1450
AST-0000187,LAP-0000187,Laptop,Dell,Latitude 7440,RV239MOFT6,2025-08-05,2025-08-12,2030-08-11,2028-04-30,EOL within 24 months,Quarantined,LOC-0159,Retail Banking,Low,Production,1850
AST-0000188,LAP-0000188,Laptop,Apple,MacBook Pro 14-inch M2 Pro,YFDS0DJI9K,2024-11-08,2024-11-24,2027-11-24,2028-01-31,EOL within 24 months,Planned Refresh,LOC-0004,Technology,Critical,Test,2850
AST-0000189,LAP-0000189,Laptop,Dell,Latitude 5420,0D1B4XGMPW,2021-09-21,2021-10-03,2024-10-02,2026-03-31,Past EOL,Quarantined,LOC-0075,Capital Markets,High,Development,1450
AST-0000190,LAP-0000190,Laptop,Dell,Latitude 5430,4YRP5GE094,2024-05-03,2024-05-25,2027-05-25,2027-04-30,EOL within 12 months,In Service,LOC-0030,Wealth Management,Critical,Development,1550
AST-0000191,LAP-0000191,Laptop,HP,EliteBook 850 G9,W5506RR5PC,2025-07-23,2025-08-23,2030-08-22,2027-04-30,EOL within 12 months,Quarantined,LOC-0113,Retail Banking,Medium,Development,1650
AST-0000192,LAP-0000192,Laptop,HP,EliteBook 840 G8,5SYWP0RXXF,2021-01-26,2021-03-11,2026-03-10,2026-01-31,Past EOL,Retired,LOC-0148,Technology,Medium,Test,1500
AST-0000193,LAP-0000193,Laptop,Dell,Latitude 5420,CRI8BIXOIQ,2021-03-24,2021-05-05,2024-05-04,2026-03-31,Past EOL,Retired,LOC-0130,Data & Analytics,Critical,Production,1450
AST-0000194,LAP-0000194,Laptop,Apple,MacBook Pro 14-inch M2 Pro,AOBT328W6U,2023-06-30,2023-08-01,2027-07-31,2028-01-31,EOL within 24 months,Quarantined,LOC-0081,Retail Banking,Medium,Test,2850
AST-0000195,LAP-0000195,Laptop,Apple,MacBook Pro 14-inch M2 Pro,VZNQDXAMW2,2024-11-29,2024-12-23,2027-12-23,2028-01-31,EOL within 24 months,Retired,LOC-0058,Data & Analytics,Medium,Test,2850
AST-0000196,LAP-0000196,Laptop,Apple,MacBook Air M2,0OJHE4H3GM,2024-08-04,2024-09-18,2027-09-18,2027-07-31,EOL within 24 months,Planned Refresh,LOC-0012,Operations,Medium,Test,1650
AST-0000197,LAP-0000197,Laptop,Dell,Latitude 5420,VS8A0TPV72,2024-09-17,2024-10-31,2029-10-30,2026-03-31,Past EOL,In Service,LOC-0032,Technology,Medium,Test,1450
AST-0000198,LAP-0000198,Laptop,Dell,Latitude 7440,PVYIOMK2EV,2023-12-19,2023-12-26,2027-12-25,2028-04-30,EOL within 24 months,Quarantined,LOC-0154,Technology,Medium,Development,1850
AST-0000199,LAP-0000199,Laptop,Apple,MacBook Air M2,HHZY7EZ9GT,2024-03-04,2024-04-18,2029-04-17,2027-07-31,EOL within 24 months,Quarantined,LOC-0081,Technology,Critical,Test,1650
AST-0000200,LAP-0000200,Laptop,HP,EliteBook 840 G8,ZY6T5PADNB,2024-12-25,2025-01-02,2029-01-01,2026-01-31,Past EOL,In Service,LOC-0144,Wealth Management,High,Test,1500
AST-0000201,LAP-0000201,Laptop,Lenovo,ThinkPad T14 Gen 2,HTMQWYUIXN,2022-08-01,2022-08-12,2026-08-11,2026-02-28,Past EOL,Retired,LOC-0065,Retail Banking,Low,Development,1500
AST-0000202,LAP-0000202,Laptop,Lenovo,ThinkPad T14 Gen 3,LTAJW2536Z,2026-03-20,2026-05-02,2029-05-01,2027-05-31,EOL within 12 months,Quarantined,LOC-0098,Capital Markets,Critical,Test,1600
AST-0000203,LAP-0000203,Laptop,HP,EliteBook 840 G8,KGYGGSNPUE,2024-04-20,2024-05-25,2029-05-24,2026-01-31,Past EOL,Retired,LOC-0155,Commercial Banking,High,Production,1500
AST-0000204,LAP-0000204,Laptop,Lenovo,ThinkPad T14 Gen 3,B7WXRUM2LH,2022-05-12,2022-06-03,2026-06-02,2027-05-31,EOL within 12 months,In Service,LOC-0040,Retail Banking,Critical,Test,1600
AST-0000205,LAP-0000205,Laptop,Apple,MacBook Air M2,HHLMH1T939,2022-11-17,2022-12-20,2025-12-19,2027-07-31,EOL within 24 months,In Service,LOC-0107,Finance,Medium,Development,1650
AST-0000206,LAP-0000206,Laptop,Dell,Latitude 5430,IB5N2EJ0AS,2025-12-30,2026-01-22,2030-01-21,2027-04-30,EOL within 12 months,In Service,LOC-0062,Operations,High,Test,1550
AST-0000207,LAP-0000207,Laptop,Apple,MacBook Air M2,S8G8TACY15,2025-05-07,2025-06-05,2029-06-04,2027-07-31,EOL within 24 months,Planned Refresh,LOC-0012,Commercial Banking,High,Development,1650
AST-0000208,LAP-0000208,Laptop,Dell,Latitude 5430,YAZBCGJC36,2023-05-27,2023-07-01,2028-06-29,2027-04-30,EOL within 12 months,Planned Refresh,LOC-0112,Technology,Critical,Test,1550
AST-0000209,LAP-0000209,Laptop,HP,EliteBook 850 G9,TXW1VZC7D2,2024-10-10,2024-11-20,2028-11-19,2027-04-30,EOL within 12 months,In Service,LOC-0111,Capital Markets,Medium,Production,1650
AST-0000210,LAP-0000210,Laptop,Dell,Latitude 5430,TEO2T8FY62,2023-10-29,2023-11-27,2027-11-26,2027-04-30,EOL within 12 months,Quarantined,LOC-0102,Cybersecurity,Low,Production,1550
AST-0000211,LAP-0000211,Laptop,HP,EliteBook 840 G8,OTDH00H64F,2021-01-23,2021-02-28,2026-02-27,2026-01-31,Past EOL,In Service,LOC-0037,Retail Banking,Low,Test,1500
AST-0000212,LAP-0000212,Laptop,Lenovo,ThinkPad T14 Gen 2,479QTKCD0R,2024-07-18,2024-08-04,2027-08-04,2026-02-28,Past EOL,In Service,LOC-0030,Retail Banking,High,Production,1500
AST-0000213,LAP-0000213,Laptop,HP,EliteBook 840 G8,LQWLVUNLPA,2021-09-20,2021-11-02,2026-11-01,2026-01-31,Past EOL,In Service,LOC-0061,Retail Banking,High,Production,1500
AST-0000214,LAP-0000214,Laptop,Lenovo,ThinkPad T14 Gen 2,LRQ1RDXCK3,2025-01-29,2025-03-12,2029-03-11,2026-02-28,Past EOL,Retired,LOC-0071,Data & Analytics,Low,Test,1500
AST-0000215,LAP-0000215,Laptop,Lenovo,ThinkPad T14 Gen 2,BUOV6TT9Q1,2022-07-25,2022-09-04,2025-09-03,2026-02-28,Past EOL,In Service,LOC-0020,Operations,High,Test,1500
AST-0000216,LAP-0000216,Laptop,HP,EliteBook 850 G9,OSX43WFSQG,2023-07-02,2023-08-09,2028-08-07,2027-04-30,EOL within 12 months,Retired,LOC-0075,Retail Banking,Medium,Production,1650
AST-0000217,LAP-0000217,Laptop,Dell,Latitude 7440,NBH6NQQB9L,2025-12-16,2026-01-08,2029-01-07,2028-04-30,EOL within 24 months,Quarantined,LOC-0057,Technology,Medium,Development,1850
AST-0000218,LAP-0000218,Laptop,Apple,MacBook Air M2,XNX4SN6SM5,2026-01-18,2026-02-05,2031-02-04,2027-07-31,EOL within 24 months,Planned Refresh,LOC-0068,Human Resources,High,Development,1650
AST-0000219,LAP-0000219,Laptop,Apple,MacBook Pro 14-inch M2 Pro,XHGNZEI3ZR,2026-05-22,2026-05-23,2031-05-22,2028-01-31,EOL within 24 months,Planned Refresh,LOC-0036,Wealth Management,Medium,Test,2850
AST-0000220,LAP-0000220,Laptop,Apple,MacBook Pro 14-inch M2 Pro,VES6FF7SO8,2024-03-07,2024-04-14,2027-04-14,2028-01-31,EOL within 24 months,Quarantined,LOC-0106,Retail Banking,Low,Test,2850
AST-0000221,LAP-0000221,Laptop,Dell,Latitude 5420,5G3V23GXJ0,2025-03-13,2025-04-25,2029-04-24,2026-03-31,Past EOL,In Service,LOC-0022,Commercial Banking,High,Development,1450
AST-0000222,LAP-0000222,Laptop,Apple,MacBook Pro 14-inch M2 Pro,H4SPFDRWB2,2026-05-06,2026-06-13,2029-06-12,2028-01-31,EOL within 24 months,Retired,LOC-0059,Capital Markets,Low,Production,2850
AST-0000223,LAP-0000223,Laptop,Dell,Latitude 5430,61XSNBTI22,2022-10-08,2022-11-08,2027-11-07,2027-04-30,EOL within 12 months,Planned Refresh,LOC-0034,Operations,Medium,Production,1550
AST-0000224,LAP-0000224,Laptop,HP,EliteBook 840 G8,6DVTJA0ASS,2024-04-21,2024-06-05,2029-06-04,2026-01-31,Past EOL,Planned Refresh,LOC-0026,Wealth Management,Medium,Production,1500
AST-0000225,LAP-0000225,Laptop,Lenovo,ThinkPad T14 Gen 2,J4PNJY1O2R,2024-12-10,2024-12-31,2028-12-30,2026-02-28,Past EOL,In Service,LOC-0093,Retail Banking,Medium,Test,1500
AST-0000226,LAP-0000226,Laptop,Apple,MacBook Air M2,04X0QZFHOM,2025-08-10,2025-09-10,2029-09-09,2027-07-31,EOL within 24 months,Retired,LOC-0079,Human Resources,High,Development,1650
AST-0000227,LAP-0000227,Laptop,Dell,Latitude 5420,7PCHCBN9WS,2022-01-24,2022-02-18,2027-02-17,2026-03-31,Past EOL,Quarantined,LOC-0002,Cybersecurity,High,Development,1450
AST-0000228,LAP-0000228,Laptop,Dell,Latitude 5420,KBVSIGBIAF,2022-02-22,2022-04-04,2026-04-03,2026-03-31,Past EOL,In Service,LOC-0113,Retail Banking,Critical,Test,1450
AST-0000229,LAP-0000229,Laptop,HP,EliteBook 850 G9,Z7T0UUM3I8,2024-03-24,2024-05-06,2028-05-05,2027-04-30,EOL within 12 months,Planned Refresh,LOC-0104,Human Resources,Medium,Test,1650
AST-0000230,LAP-0000230,Laptop,HP,EliteBook 850 G9,SMESJT2JPN,2025-06-21,2025-06-22,2029-06-21,2027-04-30,EOL within 12 months,Planned Refresh,LOC-0045,Wealth Management,Low,Production,1650
AST-0000231,LAP-0000231,Laptop,Lenovo,ThinkPad T14 Gen 2,ECW9YIL8SA,2022-12-28,2023-01-27,2028-01-26,2026-02-28,Past EOL,In Service,LOC-0118,Operations,Critical,Development,1500
AST-0000232,LAP-0000232,Laptop,Lenovo,ThinkPad T14 Gen 2,LHUG07G0II,2022-09-12,2022-09-18,2026-09-17,2026-02-28,Past EOL,In Service,LOC-0088,Retail Banking,Critical,Development,1500
AST-0000233,LAP-0000233,Laptop,Lenovo,ThinkPad T14 Gen 2,7YXW1TBRWR,2022-05-16,2022-05-29,2025-05-28,2026-02-28,Past EOL,Retired,LOC-0159,Capital Markets,High,Production,1500
AST-0000234,LAP-0000234,Laptop,Lenovo,ThinkPad T14 Gen 3,B2RTSOYG9Z,2025-01-30,2025-02-11,2030-02-10,2027-05-31,EOL within 12 months,Planned Refresh,LOC-0072,Wealth Management,High,Production,1600
AST-0000235,LAP-0000235,Laptop,HP,EliteBook 840 G8,WJTIQWNRHZ,2024-11-12,2024-11-13,2027-11-13,2026-01-31,Past EOL,In Service,LOC-0054,Capital Markets,Low,Development,1500
AST-0000236,LAP-0000236,Laptop,HP,EliteBook 840 G8,IDJIPNF8F3,2023-04-01,2023-04-19,2027-04-18,2026-01-31,Past EOL,In Service,LOC-0047,Human Resources,Critical,Test,1500
AST-0000237,LAP-0000237,Laptop,HP,EliteBook 850 G9,KUUOYC3RWQ,2025-01-18,2025-01-27,2030-01-26,2027-04-30,EOL within 12 months,In Service,LOC-0133,Finance,Medium,Development,1650
AST-0000238,LAP-0000238,Laptop,Lenovo,ThinkPad T14 Gen 3,OMYVUXT9KL,2024-05-09,2024-06-02,2029-06-01,2027-05-31,EOL within 12 months,Retired,LOC-0143,Operations,Medium,Production,1600
AST-0000239,LAP-0000239,Laptop,Apple,MacBook Pro 14-inch M2 Pro,5X7PWO6CML,2025-07-04,2025-07-10,2029-07-09,2028-01-31,EOL within 24 months,Quarantined,LOC-0158,Commercial Banking,High,Production,2850
AST-0000240,LAP-0000240,Laptop,Lenovo,ThinkPad T14 Gen 3,0SQG4EIJ00,2026-04-24,2026-05-12,2031-05-11,2027-05-31,EOL within 12 months,In Service,LOC-0102,Commercial Banking,Medium,Development,1600
AST-0000241,LAP-0000241,Laptop,Dell,Latitude 7440,AO1CJFX5LI,2025-06-22,2025-06-29,2028-06-28,2028-04-30,EOL within 24 months,In Service,LOC-0017,Operations,Medium,Production,1850
AST-0000242,LAP-0000242,Laptop,Apple,MacBook Pro 14-inch M2 Pro,5Q57TE8TVQ,2023-09-16,2023-09-25,2028-09-23,2028-01-31,EOL within 24 months,Quarantined,LOC-0044,Retail Banking,High,Development,2850
AST-0000243,LAP-0000243,Laptop,HP,EliteBook 850 G9,IDLOFAS1EK,2025-03-08,2025-04-18,2030-04-17,2027-04-30,EOL within 12 months,Retired,LOC-0137,Commercial Banking,Medium,Test,1650
AST-0000244,LAP-0000244,Laptop,Dell,Latitude 5420,V2TG5PIZX3,2025-01-07,2025-02-08,2029-02-07,2026-03-31,Past EOL,In Service,LOC-0077,Retail Banking,Medium,Development,1450
AST-0000245,LAP-0000245,Laptop,Lenovo,ThinkPad T14 Gen 3,3YK03O4GKW,2022-10-10,2022-11-07,2027-11-06,2027-05-31,EOL within 12 months,Retired,LOC-0062,Risk,High,Test,1600
AST-0000246,LAP-0000246,Laptop,Apple,MacBook Pro 14-inch M2 Pro,8A9KEPADAH,2024-07-11,2024-08-25,2029-08-24,2028-01-31,EOL within 24 months,Planned Refresh,LOC-0126,Retail Banking,Low,Production,2850
AST-0000247,LAP-0000247,Laptop,Lenovo,ThinkPad T14 Gen 3,C1CQG433E1,2025-02-14,2025-03-10,2029-03-09,2027-05-31,EOL within 12 months,In Service,LOC-0009,Capital Markets,High,Production,1600
AST-0000248,LAP-0000248,Laptop,HP,EliteBook 850 G9,S9RYLLWB7S,2024-09-24,2024-10-10,2029-10-09,2027-04-30,EOL within 12 months,In Service,LOC-0009,Commercial Banking,High,Production,1650
